step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
38,PAYMENT,23336.33,C1973560436,33921.0,10584.67,M1859869613,0.0,0.0,0,0
306,CASH_OUT,87688.74,C2038987292,10900.0,0.0,C891550446,45664.98,133353.72,0,0
249,CASH_IN,221889.01,C2017778517,1.55844349E7,1.580632391E7,C1314707587,336857.01,114968.0,0,0
520,CASH_OUT,113824.18,C366979923,104266.0,0.0,C1650982634,73933.54,187757.72,0,0
180,CASH_OUT,234708.87,C1402557864,0.0,0.0,C2063006076,739283.67,973992.55,0,0
189,TRANSFER,138186.28,C605710198,13620.0,0.0,C1220292898,3.01369562E7,3.027514248E7,0,0
12,PAYMENT,52958.39,C127256096,0.0,0.0,M1526083685,0.0,0.0,0,0
155,PAYMENT,20627.12,C1276373742,0.0,0.0,M497788306,0.0,0.0,0,0
382,CASH_IN,90018.27,C1903529840,138575.0,228593.27,C1647848958,392340.19,302321.91,0,0
226,PAYMENT,23203.88,C1104964955,1205.09,0.0,M1667303178,0.0,0.0,0,0
404,CASH_IN,122789.42,C661331330,5191.0,127980.42,C1975825195,152225.4,29435.98,0,0
135,PAYMENT,38953.35,C1430213306,38362.0,0.0,M1185395984,0.0,0.0,0,0
38,CASH_OUT,511527.37,C158623902,82699.0,0.0,C308500249,0.0,511527.37,0,0
370,CASH_OUT,197040.0,C128690012,34040.0,0.0,C1055581663,0.0,197040.0,0,0
394,DEBIT,5015.95,C658767140,91494.59,86478.64,C1626498735,322801.67,327817.63,0,0
138,CASH_IN,289206.69,C14590339,212112.0,501318.69,C1476486361,94039.0,0.0,0,0
157,CASH_OUT,269941.33,C758641260,18501.0,0.0,C1164403860,881581.0,1151522.34,0,0
370,PAYMENT,31173.09,C845308198,0.0,0.0,M580266887,0.0,0.0,0,0
525,CASH_IN,190237.39,C352094298,4788205.63,4978443.02,C567543227,216816.9,26579.51,0,0
403,CASH_OUT,20139.09,C220407226,0.0,0.0,C86566296,5868072.98,5888212.07,0,0
403,PAYMENT,6170.37,C606581444,219409.24,213238.88,M899574232,0.0,0.0,0,0
377,CASH_OUT,234785.45,C2114475667,0.0,0.0,C2132456058,1415603.17,1650388.62,0,0
590,PAYMENT,11706.59,C1006942044,188.0,0.0,M140762608,0.0,0.0,0,0
297,CASH_IN,383845.84,C1028720877,95891.0,479736.84,C2045164676,0.0,0.0,0,0
14,CASH_OUT,333951.82,C508703257,40223.0,0.0,C1062487621,0.0,580073.61,0,0
43,TRANSFER,462067.68,C2058392901,0.0,0.0,C1008486098,2382634.94,2844702.62,0,0
163,CASH_OUT,176959.62,C1571405576,21811.0,0.0,C2110722542,0.0,176959.62,0,0
347,CASH_IN,197794.96,C1162878009,51722.0,249516.96,C2114903672,557523.48,359728.53,0,0
283,PAYMENT,5206.24,C1802746326,45661.0,40454.76,M1551908612,0.0,0.0,0,0
180,PAYMENT,8117.58,C1188197972,20119.0,12001.42,M908870442,0.0,0.0,0,0
380,CASH_OUT,172865.5,C953434373,50932.0,0.0,C1906225228,21649.34,194514.84,0,0
692,CASH_OUT,132450.73,C1786193293,36704.0,0.0,C1822630208,296857.02,429307.75,0,0
302,CASH_OUT,109905.41,C1700741320,0.0,0.0,C1155377876,4843171.16,4953076.57,0,0
345,CASH_IN,321807.15,C1957880116,8556967.59,8878774.74,C1870258118,5072904.52,4751097.37,0,0
161,CASH_IN,172482.53,C1523481761,617603.59,790086.12,C1624901983,1533946.5,1350881.55,0,0
254,CASH_IN,180666.92,C1071036992,0.0,180666.92,C909072388,851253.09,670586.17,0,0
284,PAYMENT,663.41,C1326337430,20456.0,19792.59,M587318151,0.0,0.0,0,0
41,CASH_OUT,246045.67,C1237051391,34037.0,0.0,C1033381601,85233.49,331279.16,0,0
188,CASH_OUT,293899.6,C1772694280,0.0,0.0,C326111234,762272.85,1056172.46,0,0
379,PAYMENT,5771.63,C787897776,0.0,0.0,M2127173905,0.0,0.0,0,0
283,PAYMENT,804.33,C163864525,11828.0,11023.67,M1517016156,0.0,0.0,0,0
254,CASH_OUT,200073.65,C2105087946,0.0,0.0,C277204602,291253.19,491326.84,0,0
234,CASH_OUT,317089.2,C1926325691,0.0,0.0,C616137144,1239732.46,1556821.66,0,0
688,CASH_OUT,109307.84,C51902876,0.0,0.0,C1742179367,227328.05,336635.89,0,0
257,TRANSFER,837720.63,C910679707,26286.0,0.0,C2136655767,143595.14,981315.77,0,0
404,CASH_IN,286634.17,C1368825397,1279246.45,1565880.62,C1897828640,543401.11,256766.94,0,0
378,DEBIT,1932.61,C285756221,16193.0,14260.39,C2050896564,2308850.9,2310783.51,0,0
208,PAYMENT,3707.62,C521516363,0.0,0.0,M377394621,0.0,0.0,0,0
19,CASH_IN,232224.37,C533237514,1.664125425E7,1.687347862E7,C837897644,258760.79,26536.42,0,0
404,CASH_OUT,249905.54,C929121927,210853.12,0.0,C1666138185,629452.67,879358.21,0,0
305,TRANSFER,519506.25,C15377062,0.0,0.0,C359380293,3119457.96,3638964.21,0,0
39,PAYMENT,2027.85,C699928437,0.0,0.0,M249869869,0.0,0.0,0,0
403,PAYMENT,424.14,C1833851642,0.0,0.0,M1514215867,0.0,0.0,0,0
186,PAYMENT,3037.84,C712364481,10881.0,7843.16,M1755130269,0.0,0.0,0,0
284,CASH_OUT,163304.71,C64916371,244018.0,80713.29,C1030211012,0.0,163304.71,0,0
329,PAYMENT,9143.23,C601324265,7059.0,0.0,M168194221,0.0,0.0,0,0
161,CASH_OUT,96584.79,C1283280297,0.0,0.0,C1832156339,1617219.73,1713804.52,0,0
327,CASH_OUT,319334.09,C2058646677,0.0,0.0,C1288696082,457742.66,777076.75,0,0
229,PAYMENT,6037.38,C793665019,521432.04,515394.67,M3687617,0.0,0.0,0,0
161,PAYMENT,21429.16,C2041497676,1094.0,0.0,M1766766182,0.0,0.0,0,0
187,TRANSFER,125037.4,C811726980,237159.54,112122.15,C1115795619,1184728.54,1309765.94,0,0
325,CASH_OUT,16135.45,C1464778935,402937.0,386801.55,C565504222,770337.27,786472.72,0,0
403,CASH_OUT,224955.21,C912024330,15161.0,0.0,C1036049452,533331.29,758286.51,0,0
205,CASH_IN,32571.87,C2081729105,9741921.16,9774493.04,C715484043,900549.08,998294.34,0,0
188,TRANSFER,586345.73,C544943752,0.0,0.0,C331592741,920406.65,1506752.38,0,0
36,CASH_OUT,18747.1,C1549500040,93124.5,74377.4,C2090418824,204449.5,946347.52,0,0
253,PAYMENT,25951.72,C1761638731,11778.0,0.0,M1349479738,0.0,0.0,0,0
284,PAYMENT,3781.63,C2064538154,50271.14,46489.51,M710290996,0.0,0.0,0,0
19,CASH_OUT,143146.38,C1848152903,201250.23,58103.84,C977715658,266321.14,590231.22,0,0
324,CASH_IN,287027.68,C1922998989,33687.0,320714.68,C290645941,339835.19,52807.51,0,0
185,PAYMENT,34125.05,C1445085635,7090.0,0.0,M130515583,0.0,0.0,0,0
307,CASH_OUT,140550.68,C926700225,31647.0,0.0,C1026845478,0.0,140550.68,0,0
371,TRANSFER,1787813.05,C981787061,0.0,0.0,C742494043,4598327.6,6386140.66,0,0
400,PAYMENT,3559.82,C1649854148,0.0,0.0,M1977017080,0.0,0.0,0,0
335,PAYMENT,35058.78,C740218385,0.0,0.0,M842435183,0.0,0.0,0,0
36,CASH_OUT,48057.13,C292214894,0.0,0.0,C1140712423,8540716.06,8588773.19,0,0
156,CASH_IN,250703.01,C1414242824,10256.0,260959.01,C1767904306,4416178.91,4165475.9,0,0
39,CASH_OUT,93778.09,C1245861577,0.0,0.0,C1544490416,2526258.7,2620036.79,0,0
140,CASH_IN,43495.71,C262631961,5190642.34,5234138.05,C1199183594,102781.27,59285.56,0,0
15,CASH_IN,27067.0,C1833351291,7018053.88,7045120.89,C780187080,7855426.02,7828359.02,0,0
308,CASH_OUT,79748.42,C2029810852,76333.0,0.0,C167936802,11058.52,90806.94,0,0
20,CASH_IN,128725.45,C266336720,10881.0,139606.45,C645610003,1431643.8,1302918.35,0,0
94,CASH_OUT,164606.55,C1132915080,45576.0,0.0,C1835568274,57103.98,221710.53,0,0
345,CASH_OUT,177549.62,C1137952945,0.0,0.0,C401851921,265208.28,442757.9,0,0
156,CASH_IN,40050.12,C890264567,7320194.98,7360245.1,C1743817884,250691.05,210640.93,0,0
139,CASH_IN,281624.87,C1718145824,31249.0,312873.87,C1031692766,0.0,0.0,0,0
138,CASH_OUT,236396.93,C844793898,64956.86,0.0,C517356971,412040.32,648437.25,0,0
43,PAYMENT,28006.81,C1848753525,99865.0,71858.19,M940351704,0.0,0.0,0,0
129,CASH_OUT,6209.96,C1180110631,0.0,0.0,C1347589401,1066601.05,1072811.01,0,0
284,PAYMENT,30074.6,C1810486437,1102537.62,1072463.02,M782311689,0.0,0.0,0,0
322,CASH_OUT,230833.19,C1163044936,250.0,0.0,C2111424156,507193.2,738026.39,0,0
188,PAYMENT,753.03,C2052400366,30633.0,29879.97,M969052458,0.0,0.0,0,0
44,CASH_OUT,145870.34,C1546527272,11093.0,0.0,C1062269051,0.0,145870.34,0,0
264,PAYMENT,8003.88,C921030684,9256.99,1253.11,M111031349,0.0,0.0,0,0
321,PAYMENT,7840.82,C701770487,37715.27,29874.45,M1889336474,0.0,0.0,0,0
183,CASH_IN,272550.36,C1217150533,619180.57,891730.92,C1780797498,2270936.29,1998385.93,0,0
283,CASH_OUT,10228.86,C1340076002,101543.08,91314.22,C2079317513,1947132.78,1957361.65,0,0
169,TRANSFER,56778.83,C1025746624,0.0,0.0,C574653618,954796.69,1011575.51,0,0
24,PAYMENT,19544.09,C694194522,0.0,0.0,M693367431,0.0,0.0,0,0
282,CASH_OUT,222593.07,C487662443,20959.0,0.0,C2143071916,271480.62,494073.69,0,0
403,CASH_IN,246035.68,C152661197,11577.0,257612.68,C1343974343,0.0,0.0,0,0
402,PAYMENT,615.02,C1406969566,47795.0,47179.98,M1743772741,0.0,0.0,0,0
373,PAYMENT,16633.23,C1519334147,16318.0,0.0,M1749162433,0.0,0.0,0,0
326,CASH_OUT,175362.61,C1279692903,248346.8,72984.19,C2114300767,375662.93,551025.53,0,0
12,CASH_IN,159038.07,C1783438411,1626322.65,1785360.72,C222626841,267255.72,108217.65,0,0
328,PAYMENT,16645.77,C1013893992,92857.53,76211.77,M613121740,0.0,0.0,0,0
39,PAYMENT,10533.65,C22350486,0.0,0.0,M1946873953,0.0,0.0,0,0
356,PAYMENT,2188.94,C978017983,86452.72,84263.78,M431620469,0.0,0.0,0,0
136,CASH_IN,54732.68,C1894666195,1.689998018E7,1.695471285E7,C1551542927,267525.06,212792.38,0,0
230,PAYMENT,12398.24,C1557214927,10879.0,0.0,M1286954147,0.0,0.0,0,0
274,CASH_OUT,232864.0,C405958662,0.0,0.0,C1520664592,1416636.51,1649500.51,0,0
256,PAYMENT,16417.39,C1987053457,0.0,0.0,M702131191,0.0,0.0,0,0
129,CASH_OUT,141050.98,C1523976817,434911.0,293860.02,C455601244,655946.87,954154.7,0,0
179,PAYMENT,7320.07,C119337395,0.0,0.0,M1239011026,0.0,0.0,0,0
9,CASH_IN,117815.15,C1073931150,7727383.27,7845198.42,C1331052438,1682330.95,1767674.77,0,0
251,PAYMENT,7123.49,C44551921,19599.05,12475.57,M830318276,0.0,0.0,0,0
306,CASH_IN,7561.33,C1668863960,68491.0,76052.33,C1850940373,1613247.58,1605686.25,0,0
214,TRANSFER,322381.8,C823238009,0.0,0.0,C1241488548,2103078.9,2425460.71,0,0
373,PAYMENT,9465.01,C1699294288,199563.0,190097.99,M2134296358,0.0,0.0,0,0
187,TRANSFER,592998.77,C314760922,0.0,0.0,C1601083575,622660.67,1056668.74,0,0
21,CASH_IN,256846.69,C1976008061,1807256.22,2064102.91,C1171758755,2445306.17,2188459.48,0,0
380,CASH_OUT,128732.23,C444570994,0.0,0.0,C242199010,1518608.09,1647340.32,0,0
397,CASH_IN,85167.32,C27295763,5988260.78,6073428.1,C771352889,126149.19,40981.86,0,0
207,CASH_IN,71454.82,C1255845932,6566900.92,6638355.74,C459507699,2192494.09,2121039.28,0,0
637,CASH_IN,62965.38,C488791638,34909.0,97874.38,C1858656234,515482.16,452516.78,0,0
164,PAYMENT,15221.12,C1093845891,121190.31,105969.18,M1662907608,0.0,0.0,0,0
179,CASH_OUT,143111.63,C1619276928,206727.0,63615.37,C1892653275,1585826.99,1728938.61,0,0
130,PAYMENT,2892.58,C1731554753,0.0,0.0,M527529565,0.0,0.0,0,0
398,PAYMENT,6116.31,C1113419224,33549.0,27432.69,M1067012078,0.0,0.0,0,0
253,CASH_OUT,13449.77,C828204003,0.0,0.0,C499614491,769785.44,783235.21,0,0
236,PAYMENT,2711.96,C316738903,0.0,0.0,M1174875433,0.0,0.0,0,0
399,CASH_IN,79819.43,C351822618,10595.0,90414.43,C335976272,206578.51,126759.08,0,0
283,CASH_OUT,258691.5,C231829000,179.0,0.0,C1718476819,25995.15,284686.65,0,0
35,CASH_OUT,248725.41,C561315762,0.0,0.0,C1608685999,871776.04,1120501.45,0,0
376,CASH_OUT,150785.79,C167679764,0.0,0.0,C604690112,338449.92,489235.71,0,0
137,PAYMENT,1858.3,C170716155,0.0,0.0,M468831831,0.0,0.0,0,0
402,PAYMENT,3420.99,C525586369,254579.68,251158.7,M339202169,0.0,0.0,0,0
308,PAYMENT,15940.55,C754509548,1760.0,0.0,M1734188597,0.0,0.0,0,0
354,PAYMENT,10482.83,C760917360,13336.0,2853.17,M1576766755,0.0,0.0,0,0
163,PAYMENT,2766.98,C1605708169,0.0,0.0,M1795736735,0.0,0.0,0,0
334,PAYMENT,7360.96,C980992139,258779.0,251418.04,M627430677,0.0,0.0,0,0
237,CASH_OUT,194031.04,C1889834662,0.0,0.0,C132827903,9053113.19,9247144.24,0,0
36,CASH_OUT,182453.87,C315618690,0.0,0.0,C464912891,3223459.33,3405913.21,0,0
277,CASH_OUT,347024.34,C1950440184,26268.0,0.0,C2006476360,907250.35,1254274.69,0,0
358,CASH_OUT,45149.16,C1178734817,5619.0,0.0,C1813040569,1.145600079E7,1.150114995E7,0,0
349,TRANSFER,768749.71,C1431617337,0.0,0.0,C563566923,2560356.75,3329106.46,0,0
382,CASH_OUT,308623.98,C211495372,0.0,0.0,C571747599,3174463.41,3483087.39,0,0
204,PAYMENT,22933.42,C704452205,635979.19,613045.78,M1425813518,0.0,0.0,0,0
225,PAYMENT,43172.8,C64953026,128719.0,85546.2,M1275338879,0.0,0.0,0,0
284,CASH_OUT,231511.95,C1118359551,0.0,0.0,C2062599707,4024474.81,4255986.76,0,0
185,CASH_OUT,126373.37,C564186607,0.0,0.0,C1803806562,821884.69,948258.06,0,0
254,CASH_OUT,183904.11,C11723060,21873.0,0.0,C567539558,204890.65,388794.77,0,0
187,CASH_OUT,56762.51,C1875656388,10160.0,0.0,C1066513103,3629443.24,3686205.75,0,0
345,CASH_OUT,343148.42,C1615862043,0.0,0.0,C1108926984,1882504.74,2225653.17,0,0
260,PAYMENT,8804.76,C1361513215,40061.98,31257.23,M1765116720,0.0,0.0,0,0
18,CASH_IN,211197.31,C1669707903,20741.0,231938.31,C464791431,128685.5,0.0,0,0
157,CASH_IN,218847.57,C1608847967,7638370.9,7857218.47,C1589267812,4141242.26,3922394.69,0,0
184,CASH_OUT,405666.23,C1327502049,21878.0,0.0,C706564871,199180.7,604846.93,0,0
278,CASH_OUT,69711.6,C835559427,1334.0,0.0,C875092876,0.0,69711.6,0,0
278,TRANSFER,1361938.81,C1049744429,0.0,0.0,C1195419853,9245774.16,1.060771297E7,0,0
225,CASH_IN,307195.52,C1636904146,2558720.22,2865915.74,C1816401635,3679858.85,3372663.33,0,0
142,PAYMENT,24535.6,C348441182,5027.0,0.0,M1704108538,0.0,0.0,0,0
133,CASH_IN,136306.13,C557773219,4234285.65,4370591.77,C82144435,810977.91,674671.78,0,0
13,PAYMENT,8043.73,C753769423,141647.3,133603.57,M299770365,0.0,0.0,0,0
96,PAYMENT,5435.02,C66215821,22439.0,17003.98,M1772759405,0.0,0.0,0,0
182,CASH_OUT,30210.04,C1169013167,0.0,0.0,C305160961,340976.07,371186.11,0,0
359,TRANSFER,458681.1,C393138138,51940.0,0.0,C1357637431,735504.68,1194185.78,0,0
186,CASH_OUT,628.78,C629128332,81337.0,80708.22,C383487551,156038.66,156667.44,0,0
39,CASH_OUT,253150.53,C559490831,52.0,0.0,C1493771874,0.0,253150.53,0,0
394,CASH_OUT,368871.19,C233446381,197795.0,0.0,C847304332,865398.71,1234269.89,0,0
41,CASH_OUT,65574.67,C420092070,0.0,0.0,C2117724523,963327.07,1185574.78,0,0
14,CASH_OUT,246860.82,C2139923524,0.0,0.0,C936564798,1241718.39,1542051.93,0,0
156,CASH_OUT,90209.93,C2084923373,169.0,0.0,C1513398006,144935.85,235145.79,0,0
379,PAYMENT,14081.36,C1935355586,0.0,0.0,M693387286,0.0,0.0,0,0
203,PAYMENT,10595.14,C1013371743,48489.15,37894.01,M344439186,0.0,0.0,0,0
328,CASH_OUT,356568.92,C1970115652,188.0,0.0,C1367270610,44244.66,400813.58,0,0
155,CASH_OUT,206022.98,C1587400835,46447.0,0.0,C1825958063,138133.63,344156.61,0,0
253,CASH_OUT,352198.29,C2024449467,0.0,0.0,C271634826,586180.45,938378.74,0,0
325,CASH_OUT,402889.16,C1073684905,79454.0,0.0,C474175358,2595564.74,2998453.9,0,0
345,CASH_OUT,8781.03,C449040516,0.0,0.0,C342308676,1480201.77,1488982.79,0,0
298,TRANSFER,417772.46,C686178887,712.0,0.0,C589118349,59670.33,477442.79,0,0
225,CASH_IN,36792.72,C1244756660,844089.0,880881.72,C1902365954,94659.48,57866.76,0,0
495,PAYMENT,11632.45,C68992442,1036.0,0.0,M1942648929,0.0,0.0,0,0
369,CASH_IN,26742.26,C1824605279,4437.0,31179.26,C2099591501,0.0,0.0,0,0
159,TRANSFER,313540.7,C705243179,339239.22,25698.51,C1485646336,881132.17,1194672.87,0,0
394,PAYMENT,10102.8,C2087556772,0.0,0.0,M1995340664,0.0,0.0,0,0
188,CASH_IN,131955.14,C1182722237,7857586.66,7989541.8,C278669553,151560.11,19604.97,0,0
257,PAYMENT,4856.06,C1591741598,0.0,0.0,M1858843167,0.0,0.0,0,0
44,CASH_IN,141894.36,C1685572428,90227.0,232121.36,C552496786,818562.69,676668.33,0,0
357,CASH_OUT,163648.4,C1038443153,0.0,0.0,C1833512377,464606.14,628254.54,0,0
10,PAYMENT,4028.31,C873827468,138496.26,134467.95,M105518305,0.0,0.0,0,0
360,PAYMENT,5105.59,C1143184132,0.0,0.0,M522660066,0.0,0.0,0,0
211,PAYMENT,9361.36,C414682334,371250.0,361888.64,M1074162715,0.0,0.0,0,0
178,CASH_IN,114957.81,C410539260,1.13613107E7,1.147626851E7,C1306167731,908729.18,793771.37,0,0
231,PAYMENT,9166.92,C1029225249,0.0,0.0,M580542358,0.0,0.0,0,0
45,PAYMENT,4395.25,C2094436271,11525.0,7129.75,M1036723662,0.0,0.0,0,0
376,CASH_OUT,401423.86,C1686203173,15884.0,0.0,C893508084,268567.46,669991.32,0,0
395,PAYMENT,22668.5,C1434155475,382366.0,359697.5,M264575549,0.0,0.0,0,0
13,TRANSFER,624190.28,C372947383,112748.0,0.0,C741068085,359215.26,983405.54,0,0
142,CASH_OUT,214965.36,C1263768594,11819.0,0.0,C1096948636,244093.66,459059.02,0,0
403,CASH_OUT,89757.24,C639019573,1058.0,0.0,C1237166597,1512035.4,1601792.64,0,0
349,CASH_OUT,20137.17,C1377205150,0.0,0.0,C1817614945,3129722.58,3149859.76,0,0
37,CASH_OUT,246035.66,C1697928967,0.0,0.0,C2034281467,3135249.94,3381285.59,0,0
41,CASH_OUT,212093.14,C800743360,284.0,0.0,C311435990,377004.59,589097.73,0,0
206,PAYMENT,3969.7,C1423621250,0.0,0.0,M222217843,0.0,0.0,0,0
178,CASH_OUT,428862.33,C916898855,42278.0,0.0,C97726207,139766.87,568629.2,0,0
281,CASH_IN,110378.83,C482149909,20852.0,131230.83,C1247231263,85503.27,0.0,0,0
273,TRANSFER,624407.59,C895041856,149013.59,0.0,C275593450,3013091.88,3637499.47,0,0
378,CASH_IN,24418.56,C221314007,7266.0,31684.56,C689753310,110625.24,86206.68,0,0
300,CASH_IN,331540.69,C1124096524,96907.0,428447.69,C818199494,164255.6,0.0,0,0
160,PAYMENT,11695.1,C688948071,471262.68,459567.58,M1773084081,0.0,0.0,0,0
184,PAYMENT,2649.57,C1113382560,0.0,0.0,M883538286,0.0,0.0,0,0
275,PAYMENT,19832.75,C1659691951,18043.88,0.0,M1829617880,0.0,0.0,0,0
306,PAYMENT,3009.74,C365443723,47831.0,44821.26,M647528558,0.0,0.0,0,0
386,CASH_IN,26353.12,C606916206,7463780.06,7490133.19,C635795983,114360.99,88007.86,0,0
300,CASH_IN,50144.36,C1730539334,3215446.84,3265591.2,C1587676145,453013.73,402869.37,0,0
155,PAYMENT,5449.6,C1098640865,34103.0,28653.4,M482076973,0.0,0.0,0,0
305,PAYMENT,40496.85,C1299733153,0.0,0.0,M308371425,0.0,0.0,0,0
301,PAYMENT,9433.65,C917023286,223.0,0.0,M1658394586,0.0,0.0,0,0
17,PAYMENT,20203.48,C667040736,648546.47,628342.99,M1148312712,0.0,0.0,0,0
239,PAYMENT,35049.72,C606711595,0.0,0.0,M1970928463,0.0,0.0,0,0
373,CASH_OUT,586326.5,C1004548742,40418.0,0.0,C1957233116,546278.34,1132604.84,0,0
348,CASH_IN,16312.8,C916411553,11287.0,27599.8,C247309382,0.0,0.0,0,0
192,PAYMENT,16.66,C1741907559,14895.0,14878.34,M205094712,0.0,0.0,0,0
400,DEBIT,2651.09,C634752516,11033.0,8381.91,C27294648,68107.08,70758.17,0,0
133,CASH_IN,43330.81,C259658872,1.993176992E7,1.997510073E7,C2140277001,48250.68,4919.88,0,0
522,CASH_OUT,48727.16,C1984921906,0.0,0.0,C924777092,1759280.65,1808007.81,0,0
690,CASH_IN,62642.94,C917062676,21596.0,84238.94,C648768033,0.0,0.0,0,0
329,CASH_IN,80354.83,C1725895299,1.069002669E7,1.077038153E7,C1049505578,1960941.84,1880587.0,0,0
375,PAYMENT,22510.3,C2096809689,224883.94,202373.64,M1484117250,0.0,0.0,0,0
282,PAYMENT,12435.21,C1677093603,28731.67,16296.46,M1481910137,0.0,0.0,0,0
350,TRANSFER,2102317.59,C798789658,338.0,0.0,C238109339,88551.66,2190869.25,0,0
180,PAYMENT,5800.74,C1937610117,0.0,0.0,M1517465550,0.0,0.0,0,0
373,CASH_IN,60439.19,C787367376,8651556.86,8711996.05,C925710942,2211379.72,2150940.53,0,0
280,PAYMENT,11206.23,C535816042,66033.24,54827.02,M923897951,0.0,0.0,0,0
214,PAYMENT,15490.3,C625171490,14962.0,0.0,M473724643,0.0,0.0,0,0
307,CASH_IN,102177.84,C215868964,442850.4,545028.24,C69133266,270399.6,168221.76,0,0
278,CASH_OUT,40131.65,C315302523,0.0,0.0,C2077026735,1618884.08,1659015.73,0,0
354,CASH_IN,205089.53,C56933992,9443568.86,9648658.39,C1008486098,8235159.43,8030069.9,0,0
16,CASH_OUT,302275.45,C2109455807,721.0,0.0,C1761012779,537291.7,839567.15,0,0
17,CASH_IN,208307.55,C796675957,3987256.52,4195564.07,C547455351,387759.22,179451.67,0,0
335,PAYMENT,4498.58,C1096983921,0.0,0.0,M603962525,0.0,0.0,0,0
284,CASH_IN,57637.45,C872933578,4140282.67,4197920.12,C1101251153,642615.07,584977.62,0,0
130,PAYMENT,73857.58,C811290630,0.0,0.0,M381042562,0.0,0.0,0,0
212,CASH_OUT,41977.09,C1409362925,42544.0,566.91,C459397327,256972.11,298949.19,0,0
277,PAYMENT,15481.32,C929310449,0.0,0.0,M841783383,0.0,0.0,0,0
514,PAYMENT,4184.85,C98591056,74219.65,70034.79,M521545119,0.0,0.0,0,0
249,CASH_OUT,421639.2,C1494006724,8820.0,0.0,C1173967325,0.0,421639.2,0,0
301,PAYMENT,1742.26,C1221950755,0.0,0.0,M1991841388,0.0,0.0,0,0
140,CASH_IN,161733.74,C1398240950,2414182.37,2575916.11,C1979281070,954498.01,792764.27,0,0
306,CASH_OUT,441372.57,C280769920,0.0,0.0,C771165528,1166241.27,1607613.84,0,0
45,PAYMENT,6006.05,C436183602,15886.0,9879.95,M937802751,0.0,0.0,0,0
209,CASH_OUT,27592.39,C1670201169,31491.0,3898.61,C913384022,186534.02,214126.41,0,0
311,PAYMENT,8182.05,C730860232,20928.0,12745.95,M1907711332,0.0,0.0,0,0
34,PAYMENT,42070.3,C1418866712,0.0,0.0,M1092098421,0.0,0.0,0,0
304,PAYMENT,4655.86,C377776707,6827.0,2171.14,M702738935,0.0,0.0,0,0
160,CASH_OUT,177602.66,C399693654,0.0,0.0,C1969560835,286792.25,464394.91,0,0
162,CASH_OUT,92068.08,C1593681905,0.0,0.0,C215635441,2838679.35,2930747.44,0,0
36,PAYMENT,12533.83,C1907944547,0.0,0.0,M788150412,0.0,0.0,0,0
251,CASH_OUT,118754.97,C1111201082,9027.0,0.0,C318569453,347634.98,483828.15,0,0
661,PAYMENT,8525.46,C1888471936,289797.01,281271.56,M556596374,0.0,0.0,0,0
307,PAYMENT,14456.52,C568506555,3118.0,0.0,M1874895816,0.0,0.0,0,0
161,CASH_OUT,168228.2,C139594172,1420.0,0.0,C1368275067,0.0,168228.2,0,0
165,CASH_IN,291372.19,C1574848031,7254118.77,7545490.97,C348865221,2022324.62,1730952.43,0,0
139,CASH_IN,25455.0,C2041336557,1.599335821E7,1.601881321E7,C985153050,468267.79,442812.79,0,0
42,PAYMENT,27256.96,C1868674788,0.0,0.0,M1348470158,0.0,0.0,0,0
307,CASH_OUT,92329.46,C1936796862,51694.0,0.0,C635644223,810331.67,902661.13,0,0
228,CASH_IN,157785.19,C1852315800,1168315.11,1326100.3,C1919115099,210672.31,52887.12,0,0
305,PAYMENT,12593.49,C827363062,66057.57,53464.08,M667327669,0.0,0.0,0,0
394,CASH_IN,164549.54,C401903169,14436.0,178985.54,C1562663741,0.0,0.0,0,0
231,PAYMENT,2713.59,C1200695567,46756.0,44042.41,M1473311478,0.0,0.0,0,0
311,CASH_IN,23716.17,C1514167199,1.514672258E7,1.517043875E7,C310842424,415560.08,391843.91,0,0
10,TRANSFER,412232.28,C853011090,0.0,0.0,C688425953,840726.45,1252958.73,0,0
14,PAYMENT,7161.57,C143360854,0.0,0.0,M2146269287,0.0,0.0,0,0
354,CASH_OUT,22458.9,C1419614392,103388.0,80929.1,C158342427,140189.87,162648.77,0,0
353,CASH_OUT,400233.75,C527758783,0.0,0.0,C322544346,1.065236853E7,1.105260228E7,0,0
43,CASH_IN,210332.54,C1046451856,99595.0,309927.54,C150714813,51464.01,0.0,0,0
595,TRANSFER,214625.01,C709473074,253.0,0.0,C1677550801,340242.65,554867.66,0,0
330,CASH_IN,220627.92,C1377391400,6070682.53,6291310.45,C253965496,1952149.24,1519853.88,0,0
371,TRANSFER,1309970.66,C1347254203,0.0,0.0,C2113169173,9111045.05,1.042101571E7,0,0
589,CASH_OUT,176155.91,C1476032330,286215.0,110059.09,C2126444492,1070188.8,1246344.71,0,0
160,PAYMENT,6991.37,C1248107261,112962.93,105971.56,M686568602,0.0,0.0,0,0
686,CASH_OUT,187130.97,C865191394,260.0,0.0,C642380728,0.0,187130.97,0,0
302,CASH_IN,229246.24,C320729411,67611.0,296857.24,C136220923,55384.01,0.0,0,0
252,CASH_OUT,68059.44,C949992636,0.0,0.0,C743299873,330890.41,628772.32,0,0
287,PAYMENT,14510.46,C872138782,6638.0,0.0,M1048305191,0.0,0.0,0,0
327,CASH_OUT,179863.34,C1584051745,0.0,0.0,C675354497,752189.11,932052.45,0,0
